country,year,gdp_per_capita,investment_rate,population_growth,n_g_delta,ln_y,ln_s,ln_ngd
FRA,2010,35578.1968,21.3378695,0.492976371,0.054929763709999996,10.479488279778153,-1.5446867810871816,-2.9016999332935143
FRA,2020,35709.20459,22.80441821,0.324557781,0.05324557781,10.483163766187523,-1.4782158876604852,-2.9328405236626938
FRO,2010,42333.52157,19.52082475,-0.275018645,0.04724981355,10.653334523298167,-1.6336883543588308,-3.052306571081917
FRO,2020,54301.65941,28.25827972,1.481480184,0.06481480183999999,10.90231006549191,-1.2637836839037446,-2.736221278251784
GAB,1990,8354.26309,21.67715661,2.740795362,0.07740795362,9.030527237259344,-1.5289111706931868,-2.5586657437175773
GAB,2000,7596.099707,21.90205643,2.585402093,0.07585402093,8.935390198096686,-1.5185896526608091,-2.578944562990815
GAB,2010,6481.496121,29.70111381,3.449942679,0.08449942679,8.776706645567343,-1.2139856388624186,-2.471010528192313
GAB,2020,6534.279665,19.86346911,2.389223598,0.07389223598,8.784817392744904,-1.6162878643777994,-2.6051475177110266
GBR,1990,30071.20856,23.55588795,0.298930554,0.052989305540000003,10.31132346672796,-1.445794377666953,-2.9376651680549464
GBR,2000,39297.13663,18.94693775,0.357300887,0.05357300887,10.578906935915454,-1.6635278638238145,-2.926709903595457
GBR,2010,42762.72084,16.61811604,0.783888647,0.05783888647,10.663421993610438,-1.7946767579799352,-2.850093953218746
GBR,2020,42982.4631,18.28071464,0.169447088,0.051694470879999996,10.668547476604713,-1.6993235266343378,-2.9624044494151494
GEO,1990,3534.032277,30.73633569,-0.027068389,0.04972931611,8.170194786114674,-1.179724658301074,-3.0011606584111803
GEO,2000,1561.198676,26.58131588,-1.944629157,0.03055370843,7.35320918724051,-1.324961627532607,-3.4882692118608616
GEO,2010,3090.065137,20.9291494,-0.729475257,0.042705247429999996,8.035947449604887,-1.5640272905853554,-3.153433475665675
GEO,2020,4659.609253,24.6056866,0.068656249,0.05068656249,8.446686872316421,-1.4021926071621058,-2.982094443159184
GHA,1990,855.8525071,14.44399729,2.551561856,0.07551561856,6.752098056505846,-1.9348912701940553,-2.583415775777093
GHA,2000,1022.275207,23.9986005,2.51243584,0.07512435840000001,6.929786017292415,-1.4271746698403858,-2.588610426595847
GHA,2010,1381.22795,13.10019371,2.43301424,0.0743301424,7.230728201337735,-2.0325431688674116,-2.5992387244657933
GHA,2020,1970.194115,18.22366699,1.991819851,0.06991819851,7.585887352410722,-1.7024490526064986,-2.6604293129839434
GIN,1990,548.3715348,13.79042955,3.455834862,0.08455834862,6.306953040432905,-1.9811953452844016,-2.470313466702619
GIN,2000,614.1372351,14.04097891,1.961359643,0.06961359643000001,6.420218413107372,-1.9631900668864843,-2.6647953797145387
GIN,2010,675.7369173,20.32540116,2.4592931,0.074592931,6.515803824702774,-1.5932987934796219,-2.595709534975449
GIN,2020,945.5709034,31.516401,2.551399536,0.07551399536,6.851788875662337,-1.1546621089896947,-2.583437270899247
GMB,1990,658.7111653,22.34319427,4.195958031,0.09195958031,6.4902851460115665,-1.498648418235287,-2.3864061429296717
GMB,2000,659.9112376,4.562497397,2.738372127,0.07738372127,6.492105337491235,-3.0873000376001922,-2.558978840015749
GMB,2010,701.0145246,13.87671053,2.9073793,0.079073793,6.552528606648753,-1.974958252512684,-2.537373773896803
GMB,2020,670.7586429,32.34205469,2.368661292,0.07368661292,6.508409374649478,-1.1288017998437252,-2.6079341391624378
GNB,1990,569.1696704,29.92581868,1.644390697,0.06644390697,6.344178580186043,-1.206448577190618,-2.7113971914807093
GNB,2000,571.0940152,20.06075191,2.007063844,0.07007063844,6.347553846190237,-1.6064049211059264,-2.658251425181235
GNB,2010,625.9040273,19.49361491,2.584920321,0.07584920321,6.439197048324398,-1.6350832145515608,-2.579008078054901
GNB,2020,710.2751291,25.65211523,2.288950008,0.07288950008,6.565652400749037,-1.3605441526641604,-2.618810682165521
GNQ,2010,10984.32439,38.05629949,4.595867705,0.09595867705,9.304224479968747,-0.9661035571707672,-2.3438376275792083
GNQ,2020,5575.262415,6.988464059,2.733908232,0.07733908232,8.62609466517572,-2.6609093879360763,-2.5595558584022156
GRC,1990,15438.7937,25.43398408,1.057808012,0.06057808012,9.644638692288256,-1.3690839503235217,-2.803822165532645
GRC,2000,18002.90646,26.11321035,0.409041838,0.05409041838,9.798288493843424,-1.342728856028789,-2.917098218242415
GRC,2010,21547.72418,18.21575876,0.128880433,0.05128880433,9.978025483458616,-1.7028831006169374,-2.9702827898043354
GRC,2020,17486.95133,13.54100231,-0.214592107,0.04785407893,9.769210243499401,-1.999447895394405,-3.0395989206201115
GRL,2010,43481.51611,52.35331723,0.37392496,0.0537392496,10.680091209762466,-0.6471548842989759,-2.9236116394203813
GRL,2020,48169.9407,33.01521808,0.252238303,0.052522383029999994,10.782490468566834,-1.1082015768810163,-2.9465158568145235
GTM,1990,2741.538134,13.60261471,2.800436191,0.07800436191,7.916274404650699,-1.9949081536370676,-2.550990531933041
GTM,2000,3165.932375,17.83538743,2.37572059,0.0737572059,8.060202880452884,-1.7239856443966373,-2.6069765814165935
GTM,2010,3546.625816,14.16419369,1.981564659,0.06981564659,8.17375195611608,-1.9544529770225576,-2.661897131154106
GTM,2020,4005.839116,13.50068237,1.471377105,0.06471377105000001,8.295508354660438,-2.002429955895184,-2.7377812554557974
GUY,1990,2377.217954,31.13309854,-0.660706211,0.04339293789,7.773686156046856,-1.1668986709915976,-3.1374585725449173
GUY,2000,3759.607897,23.77598249,0.04564135,0.0504564135,8.232069948233354,-1.4364942539099452,-2.986645414395132
HIC,1990,24715.01397,25.9449919,0.629927284,0.05629927284,10.115166190984679,-1.3491915853673193,-2.877073659728073
HIC,2000,30158.07008,24.34886959,0.505295214,0.05505295214,10.314207830684564,-1.4126847609457167,-2.899459790729954
HIC,2010,34192.51466,21.15695698,0.445325901,0.05445325901,10.439762029504609,-1.5532013993585485,-2.910412578134431
HIC,2020,37538.25237,22.66552932,0.266061997,0.05266061997,10.533115755247568,-1.4843249477978286,-2.943887351910735
HKG,1990,21357.26195,27.17052478,0.321315033,0.05321315033,9.969147098996197,-1.3030374480510465,-2.9334497265259905
HKG,2000,26933.23775,27.58240928,0.881594076,0.05881594076,10.20111640694864,-1.2879919613831412,-2.8333423594583453
HKG,2010,38090.0214,23.89046642,0.734446396,0.057344463959999994,10.547707621299743,-1.4316907011908944,-2.8586789708420897
HKG,2020,41451.29811,18.98188686,-0.358932662,0.04641067338,10.632274477564012,-1.6616849846810753,-3.0702258164613325
HND,1990,457.9810401,20.81452973,2.82334775,0.0782334775,6.126827786095727,-1.5695188984380755,-2.548057622016952
HND,2000,1789.477985,28.28843121,2.73259067,0.0773259067,7.4896792278113224,-1.2627172560828641,-2.5597262346472256
HND,2010,2108.473145,21.87984069,2.12597244,0.0712597244,7.653719336562938,-1.5196044895394285,-2.6414239863392903
HND,2020,2189.431687,19.66637273,1.754564325,0.06754564325,7.691397285480679,-1.6262599767943766,-2.6949517133250627
HPC,1990,695.2486353,15.0654262,2.688042878,0.07688042878,6.544269530221102,-1.8927677230658762,-2.5655039370723856
HPC,2000,679.1802412,20.1502241,2.714489522,0.07714489522,6.520886543290114,-1.6019547760691544,-2.5620698693096013
HPC,2010,829.3781453,23.36190737,2.771111882,0.07771111882000001,6.720676197453057,-1.454063380248322,-2.554756932489772
HPC,2020,946.6808067,24.41263233,2.761998161,0.07761998161,6.852961979030521,-1.410069469216268,-2.555930389964878
HRV,2000,8880.269807,19.32107219,-0.986434859,0.04013565141,9.091587219195812,-1.6439738623667748,-3.2154902770581533
HRV,2010,11965.00493,20.36706196,-0.226821271,0.04773178729,9.389741412377491,-1.5912511998290297,-3.0421577028242197
HRV,2020,13545.48812,23.54436627,-0.894863744,0.04105136256,9.513808790783871,-1.4462836183481604,-3.192931250942726
HTI,1990,1627.312645,19.92006691,2.059314269,0.07059314269,7.394685249176536,-1.6134425749015373,-2.650822268237098
HTI,2000,1342.894905,8.322396005,1.84581483,0.0684581483,7.202582939552082,-2.4862199912434573,-2.681532694157088
HTI,2010,1317.583893,24.98821766,1.166726714,0.061667267139999996,7.1835549542896215,-1.3867657658136259,-2.7860020052139247
HTI,2020,1331.697785,17.70308378,1.241099932,0.06241099932,7.194209937219189,-1.731431336724939,-2.774013747986843
HUN,2000,8979.735786,28.1973909,-0.259764908,0.04740235092,9.102725738368964,-1.2659407336009767,-3.0490834540426657
HUN,2010,11287.36867,21.18927912,-0.226013876,0.04773986124,9.33143956266309,-1.551674834107241,-3.041988564652971
HUN,2020,14664.29712,27.46449407,-0.252049643,0.04747950357,9.593171051180066,-1.292276140262501,-3.0474571648555653
IBD,1990,2199.53015,27.25376712,1.744778863,0.06744778863,7.695999048355658,-1.2999784314977325,-2.696401482188284
IBD,2000,2749.808317,24.17547469,1.232836028,0.062328360279999995,7.919286485322165,-1.4198315092675686,-2.7753387355826598
IBD,2010,4532.440687,32.41779094,1.026852784,0.06026852784,8.419015856387839,-1.126462810805323,-2.808945237868134
IBD,2020,6286.407756,33.18898004,0.683339753,0.056833397529999996,8.746145082577932,-1.1029522916714685,-2.867631141367196
IBT,1990,1931.413583,26.60774648,1.922201457,0.06922201456999999,7.566007440230465,-1.3239677915444261,-2.670436337326735
IBT,2000,2339.751014,24.00917674,1.498009549,0.06498009549,7.757799798416906,-1.4267340645560282,-2.7336742792131767
IBT,2010,3719.859754,31.89923968,1.347405436,0.06347405436,8.221441246018875,-1.142588010964097,-2.7571240493361615
IBT,2020,4971.587221,32.68456905,1.089756754,0.06089756754,8.51149442846818,-1.1182671139575442,-2.7985620469359045
IDA,1990,874.9611827,20.98112394,2.625842264,0.07625842264,6.774179522744992,-1.5615470124815594,-2.5736274087425075
IDA,2000,899.6142831,23.37025052,2.435582632,0.07435582632,6.8019660971267495,-1.453706317768636,-2.5988932457299505
IDA,2010,1216.180562,22.21442684,2.341602947,0.07341602947,7.1034705399896305,-1.5044282505182505,-2.611612982054369
IDA,2020,1384.639834,25.5623645,2.206972277,0.07206972277,7.2331953371497555,-1.3640490529326161,-2.630121256730028
IDN,1990,1470.918223,32.70769009,1.814426049,0.06814426049,7.293642126262083,-1.1175599647852241,-2.6861283431682947
IDN,2000,1828.10266,22.24569693,1.432440078,0.06432440078,7.511033910174614,-1.5030215924838326,-2.743816236364909
IDN,2010,2670.81291,32.88012145,1.260541401,0.06260541401,7.890138165729707,-1.1123019220721408,-2.770903518833016
IDN,2020,3739.449066,32.34341205,0.849801187,0.05849801187,8.226693571001457,-1.1287598318385887,-2.838762510450039
IDX,1990,625.2545438,16.28479384,2.411689925,0.07411689925,6.438158836904454,-1.8149384068426364,-2.6021117126278557
IDX,2000,688.7705846,21.93666609,2.348544459,0.07348544459,6.534908246917071,-1.517010698475972,-2.6106679251635434
IDX,2010,941.1701033,22.5553137,2.226826548,0.07226826548,6.847123891899068,-1.48919950700011,-2.627370174528745
IDX,2020,1096.831734,27.96589467,2.317113656,0.07317113656,7.00018106108994,-1.2741844657356756,-2.614954245064838
IND,1990,537.8702695,27.3361977,2.213130886,0.07213130885999999,6.28761739632576,-1.2969584389800064,-2.629267086783415
IND,2000,756.7041095,25.67731668,1.879398262,0.06879398262,6.628972304503755,-1.3595622032800652,-2.6766389997864604
IND,2010,1235.159391,39.78562418,1.454603619,0.06454603619,7.118955302272815,-0.921664540454214,-2.7403765703913825
IND,2020,1806.501106,28.92238401,0.973438647,0.05973438647,7.499147162821108,-1.2405543574477735,-2.8178474366286737
IRL,1990,23456.99936,21.52711669,0.084413021,0.05084413021,10.062924209508656,-1.5358568041559213,-2.978990596582181
IRL,2000,42599.48039,24.50795076,1.333042666,0.06333042666,10.659597334765232,-1.4061726002665742,-2.7593893913850662
IRL,2010,46991.64647,17.29135638,0.544884384,0.05544884384,10.757725130214665,-1.754963440555496,-2.892294415899078
IRL,2020,80927.93648,42.59120417,1.26378913,0.0626378913,11.301314364574168,-0.853522428914269,-2.770384891659331
IRN,1990,3222.201027,33.02184263,2.911406766,0.07911406766,8.077819953783171,-1.108000945600611,-2.536864573497959
IRN,2000,3885.301834,35.10053349,1.476195633,0.06476195633,8.26495595193316,-1.046953856486478,-2.7370369417037206
IRN,2010,5249.061334,40.26244925,1.251673922,0.06251673922,8.565804546076393,-0.9097509318096808,-2.772320930579169
IRN,2020,5132.824308,47.92093406,0.768757498,0.05768757498,8.543411334037636,-0.7356177403007486,-2.852713466958264
IRQ,1990,3526.579251,44.32031327,1.240017963,0.06240017963,8.168083629385936,-0.8137270752076178,-2.774187124925001
IRQ,2000,4172.780251,29.1473475,3.277527852,0.08277527852,8.33633781948775,-1.2328062721860753,-2.4916258307704346
IRQ,2010,3881.94327,15.86786539,3.231385218,0.08231385218,8.26409115002094,-1.8408741664826525,-2.4972158722179696
IRQ,2020,4213.998438,22.346859,2.219386695,0.07219386694999999,8.346167223694868,-1.4984844117175025,-2.628400181982271
ISL,1990,37302.80603,20.41113844,0.777662199,0.05777662199,10.526823831488699,-1.5890894321819715,-2.8511710489621973
ISL,2000,43472.33699,24.61946677,1.369192833,0.06369192833000001,10.679880083522354,-1.4016327238741293,-2.7536974382476496
ISL,2010,49528.48646,13.83377144,-0.143903,0.048560969999999995,10.810303267069749,-1.978057377559598,-3.0249351571420946
ISL,2020,52464.30729,21.04634009,1.623086251,0.06623086251,10.867888356226471,-1.558443508434832,-2.714608723619722
ISR,1990,22395.11188,22.40761596,3.094603009,0.08094603009,10.016597994386903,-1.4957692866991066,-2.51397264156817
ISR,2000,29413.48946,25.70541357,2.642331913,0.07642331913,10.289208673268758,-1.3584685715223253,-2.571467405166437
ISR,2010,33344.72133,21.53835088,1.82675241,0.0682675241,10.414654757856496,-1.5353350780078623,-2.684321114505177
ISR,2020,37935.54327,24.68981613,1.763679392,0.06763679392,10.543643768745154,-1.3987793298033262,-2.6936031552472213
ITA,1990,27625.17923,23.16199035,0.083708573,0.050837085729999995,10.226482926762808,-1.4626575978566805,-2.979129156687824
ITA,2000,32609.66746,21.3236101,0.045303631,0.05045303631,10.392364071245936,-1.5453552717567371,-2.9867123494543883
ITA,2010,31928.55436,20.79697161,0.442226157,0.05442226157,10.371256009394175,-1.570362805553975,-2.9109819887911588
ITA,2020,29469.79892,17.89868683,-0.487095092,0.04512904908,10.291121252498417,-1.7204428372849792,-3.098229136049906
JOR,1990,3202.33686,30.79569737,7.815196245,0.12815196245,8.07163609102134,-1.1777952015461477,-2.0545385125944216
JOR,2000,3412.076732,22.36151166,2.072604791,0.07072604791,8.135076397221535,-1.4978289344407276,-2.6489413452199315
JOR,2010,4621.574285,35.03763119,2.151093317,0.07151093317,8.438490680361218,-1.0487475252302023,-2.6379049295034105
JOR,2020,3806.879494,21.45854138,1.795432282,0.06795432282,8.244565102085867,-1.53904742034066,-2.6889195227484577
JPN,1990,28422.21312,35.45157969,0.331782885,0.05331782885,10.254926270540413,-1.0370023729308375,-2.9314845037429906
JPN,2000,31430.63113,28.41743932,0.167275578,0.051672755779999996,10.355538210086344,-1.2581671687155926,-2.962824603868763
JPN,2010,32942.20208,22.59030413,0.017960542,0.050179605419999995,10.402509852741874,-1.4876493925620635,-2.992146601366925
JPN,2020,34642.97187,25.22401723,-0.294194618,0.04705805382,10.452850152010217,-1.3773735806659582,-3.056373251829192
KAZ,2000,4269.330168,18.13904803,0.292205742,0.05292205742,8.359212224596549,-1.7071032217299935,-2.9389350625621598
KAZ,2010,8704.706555,25.37354902,1.29700375,0.06297003749999999,9.071619141697278,-1.3714629317388956,-2.7650962609599863
KAZ,2020,10565.03598,28.80691536,1.408915638,0.06408915638,9.265305335628835,-1.2445547110029174,-2.7474800966045936
KEN,1990,1329.333128,24.1640929,3.440456354,0.08440456354,7.192432687950217,-1.4203024191568283,-2.472133808462829
KEN,2000,1195.412969,17.41409062,3.012939945,0.08012939945,7.086246985419474,-1.7478905017362434,-2.524112457916362
KEN,2010,1340.164674,21.2639988,2.901588455,0.07901588455,7.200547776439247,-1.548154740450612,-2.538106376473865
KEN,2020,1609.334141,19.65158417,1.961976337,0.06961976337,7.3835757954133125,-1.627012231583963,-2.6647067954842525
KGZ,1990,1203.472083,24.06542056,1.925304701,0.06925304701,7.092966060443905,-1.424394207383229,-2.669988134738263
KGZ,2000,718.3428324,20.01003707,1.189895651,0.06189895651,6.576946937541006,-1.6089361848204522,-2.782251957107346
KGZ,2010,962.7647898,27.4015936,1.426166292,0.06426166291999999,6.869809134612859,-1.2945690137013863,-2.7447920476336116
KGZ,2020,1093.328565,25.0304914,2.048385454,0.07048385454,6.996982051420082,-1.3850754482960517,-2.6523716090085583
KHM,2000,598.5619153,20.34425094,1.59016993,0.0659016993,6.394529970441014,-1.5923718231036073,-2.7195910517666757
KHM,2010,1155.852369,22.31749004,1.556217454,0.06556217453999999,7.052593332599392,-1.4997995082033573,-2.72475635695615
KHM,2020,1908.634275,31.35122754,1.470629886,0.06470629886,7.554143226011155,-1.159916763694876,-2.7378967273453356
KIR,2010,1328.787641,15.91629804,2.0793514,0.070793514,7.192022257382863,-1.83782656778823,-2.6479878926484224
KIR,2020,1777.044761,14.69779904,1.742304693,0.06742304693,7.482707016920135,-1.917472428583401,-2.696768376931314
KOR,1990,9672.578452,40.15294665,0.985130494,0.05985130494,9.177050197371447,-0.912474357254687,-2.815892043707076
KOR,2000,17763.13534,33.01758713,0.836180864,0.05836180864,9.784880540379326,-1.108129823152139,-2.8410935647179785
KOR,2010,26623.04871,32.7792422,0.498225084,0.054982250839999997,10.189532612438715,-1.1153747306943558,-2.900744857832389
KOR,2020,33215.92989,31.52486572,0.137869266,0.05137869266,10.410784855793564,-1.1543935636227856,-2.968531732155063
KWT,2000,31341.97808,10.66523772,2.837165773,0.07837165773,10.352713630701894,-2.2381805445804193,-2.5462929255316604
KWT,2010,32568.49818,17.65847417,5.155060491,0.10155060491000001,10.391100786675992,-1.7339543948847524,-2.2871980342034206
KWT,2020,25541.5379,18.65064875,-0.951064117,0.04048935883,10.148061343122132,-1.679289254980481,-3.206716084331414
LAC,1990,5718.669578,20.00418935,1.886207286,0.06886207286,8.651491466061561,-1.609228466869354,-2.675649718997965
LAC,2000,6581.311178,19.74917081,1.464409255,0.06464409255,8.79198927164155,-1.6220586798261236,-2.738858553809369
LAC,2010,7849.055466,21.69380743,1.09312878,0.0609312878,8.968148480734538,-1.5281433380573843,-2.798008479215565
LAC,2020,7669.339773,17.49322296,0.830265805,0.05830265805,8.944985811516776,-1.7433566394914914,-2.842107594040646
LAO,2000,917.2280386,13.41565796,1.678985478,0.06678985477999999,6.821356120294087,-2.0087476567236098,-2.706204084524543
LAO,2010,1564.910683,27.46248774,1.471928721,0.06471928721,7.355584029780115,-1.2923491947044081,-2.7376960197350706
LBN,1990,2752.724423,31.31269096,1.963138465,0.06963138465,7.920346399514698,-1.1611467086386495,-2.6645398844003267
LBN,2000,5958.978368,20.41122214,1.725524567,0.06725524566999999,8.692654330601105,-1.5890853314881943,-2.699260261014347
LBN,2010,8955.543362,24.93725851,0.976748359,0.05976748359,9.100027989594299,-1.3888071751944213,-2.817293518588234
LBN,2020,6440.828431,8.098177366,-1.603862582,0.033961374180000004,8.770412449179233,-2.513531166172929,-3.382531453693352
LBY,1990,11085.94399,18.61576054,2.328670286,0.07328670286,9.313433277648748,-1.6811616231993232,-2.613376093639922
LBY,2000,10853.80595,11.84062851,1.653226142,0.06653226142,9.29227107626195,-2.133633474326252,-2.7100683148245093
LBY,2010,12913.93349,19.80079923,2.039057706,0.07039057706,9.466062122948587,-1.6194478839507376,-2.6536958733562064
LBY,2020,6102.79864,9.449830477,1.348449803,0.06348449803,8.716502738390494,-2.3591733835851434,-2.7569595283987853
LCN,1990,5779.974096,19.57194145,1.884386268,0.06884386268,8.66215447999548,-1.6310732040841847,-2.6759141982309735
LCN,2000,6742.026937,20.09473141,1.460066858,0.06460066857999999,8.816115891187982,-1.6047125241876983,-2.7395305187115335
LCN,2010,8060.797047,21.68345039,1.088737947,0.06088737947,8.994767719817414,-1.5286208712495375,-2.7987293594038887
LCN,2020,7812.425444,17.51683727,0.705164689,0.05705164689,8.96347075083112,-1.7420076378944658,-2.8637983356060475
LDC,2000,638.3944983,22.29721004,2.405857227,0.07405857227,6.458956428147337,-1.500708625662868,-2.602898981700317
LDC,2010,904.747247,24.88516313,2.325427133,0.07325427133,6.8076556196097116,-1.3908984183444288,-2.613818721112665
LDC,2020,1037.481197,27.86191791,2.392906857,0.07392906857,6.944551128567129,-1.2779093790151963,-2.604649178302179
LIC,2000,682.3277068,15.1323472,2.619409688,0.07619409688,6.525510050940618,-1.8883355347276938,-2.5744712880568006
LIC,2010,853.9919034,17.28880301,2.818816995,0.07818816995,6.749921712947374,-1.7551111188802744,-2.5486369222865206
LIC,2020,691.9918786,19.12976453,2.833356905,0.07833356905,6.539574219421633,-1.6539247115505251,-2.546779044361679
LKA,1990,1388.589518,22.20588967,0.63741176,0.056374117599999995,7.236043775680571,-1.5048126318453485,-2.8757451336099535
LKA,2000,1956.933104,28.03927368,1.821928939,0.06821928938999999,7.579133783878766,-1.271564027152911,-2.6850279184926786
LKA,2020,4227.233153,32.87112315,0.53062656,0.0553062656,8.349302957077343,-1.1125756294402953,-2.8948690748828834
LMC,1990,845.6390105,27.10046775,2.514121946,0.07514121945999999,6.740092567006574,-1.3056191981037892,-2.5883860097957943
LMC,2000,1026.703806,24.29624332,2.021844706,0.07021844706,6.934108761320547,-1.414848443477538,-2.6561442238381505
LMC,2010,1531.266107,32.57891863,1.719184624,0.06719184623999999,7.333850193094857,-1.1215047745866416,-2.7002033745290923
LMC,2020,2021.055034,26.40198923,1.349230407,0.06349230407,7.6113749481065875,-1.3317308290532488,-2.7568365761763207
LMY,1990,1637.90976,26.32213946,2.044660093,0.07044660092999999,7.401176171320326,-1.3347597963603772,-2.652900289778708
LMY,2000,2169.245802,24.29643409,1.562846517,0.06562846517,7.682134829440656,-1.4148405916772184,-2.723745756873881
LMY,2010,3513.142552,33.32135531,1.375614248,0.06375614248,8.164266229865545,-1.09897169394645,-2.752689746957767
LMY,2020,4809.848964,33.73854573,1.120475077,0.061204750769999997,8.478420962191002,-1.0865292120517172,-2.793530465515889
LSO,2010,995.2334325,31.30119004,0.772821659,0.05772821659,6.9029773151706575,-1.1615140687174583,-2.8520092026435293
LSO,2020,944.8341284,26.26467012,1.18432063,0.061843206299999995,6.8510093865846935,-1.3369454913412226,-2.7831530277288077
LTE,1990,2569.811546,27.70143863,1.351592184,0.06351592184,7.851587846795938,-1.2836858380423481,-2.756464666875124
LTE,2000,3466.013106,25.3460727,0.783673441,0.05783673441,8.1507602515725,-1.3725463910296418,-2.8501311617503946
LTE,2010,6525.606949,33.59224949,0.562341467,0.055623414669999996,8.783489246868726,-1.0908748155678116,-2.889151039216481
LTE,2020,9878.286263,35.88017781,0.314567007,0.05314567007,9.198094320534883,-1.0249851931241567,-2.934718643740391
LTU,2000,6384.308654,19.14462233,-0.70338544,0.0429661456,8.76159848601856,-1.6531483280750343,-3.1473427850090516
LTU,2010,10884.11619,17.85780102,-2.09694342,0.029030565799999998,9.295059775149353,-1.7227297413003104,-3.53940601095296
LTU,2020,17443.65526,16.51982279,-0.02561613,0.0497438387,9.76673126609826,-1.8006091449503727,-3.000868668273119
LUX,1990,66027.07501,24.71269471,1.251745707,0.06251745707,11.097820164312541,-1.3978531185137963,-2.7723094481204287
LUX,2000,92527.71087,22.5591443,1.344082996,0.06344082996,11.435263455609268,-1.4890296900421316,-2.7576476191433907
LUX,2010,106544.0574,18.08319349,1.825405804,0.06825405804,11.576313863094814,-1.7101872155374236,-2.684518388223114
LUX,2020,105274.2472,17.92949005,1.666358674,0.06666358674,11.564324102209026,-1.7187233399355744,-2.708096401069412
LVA,2000,6336.382967,24.96316416,-0.963935407,0.04036064593,8.754063374691645,-1.387768881290635,-3.2099000794127037
LVA,2010,10500.86662,20.93133946,-2.08130509,0.0291869491,9.259213067977864,-1.5639226544446108,-3.534033618249348
LVA,2020,14900.72957,22.15542592,-0.701211571,0.04298788429,9.609165455164362,-1.5070877569671512,-3.1468369636882523
MAC,1990,31378.83042,22.81105991,2.984843964,0.07984843963999999,10.353888754081908,-1.4779246838708655,-2.527624945651683
MAC,2000,31772.63025,10.37945813,0.745924205,0.05745924205,10.366360514204901,-2.2653415128885173,-2.8566794164334137
MAC,2010,74195.05778,13.24552244,0.373134761,0.05373134761,11.2144528201986,-2.021510619723354,-2.9237586934094604
MAC,2020,33853.77616,26.16852508,1.974426892,0.06974426892,10.429805827805401,-1.3406128302241878,-2.6629200276779796
MAR,1990,1695.636475,31.06029454,1.805439979,0.06805439979,7.4358134508064415,-1.1692398853762607,-2.687447896721233
MAR,2000,1957.141357,23.8068463,1.403926301,0.06403926301,7.579240196264259,-1.435196987012905,-2.748258899195921
MAR,2010,2767.042236,31.49071664,1.352742862,0.06352742861999999,7.925534243855467,-1.1554773934332532,-2.7562835195739894
MAR,2020,3090.894287,28.77697342,1.025654864,0.06025654864,8.036215741288459,-1.2455946526717705,-2.8091440213974925
MDA,2000,1346.915672,23.94695909,-0.203371722,0.04796628278,7.205572570144768,-1.4293288392947223,-3.0372569569856145
MDA,2010,2269.511161,23.85178659,-0.099832974,0.04900167026,7.727319739707737,-1.4333110620253504,-3.0159008945136816
MDA,2020,3188.916916,23.86444435,-1.098031659,0.03901968341,8.067436613362418,-1.4327805188517784,-3.243689057351609
MDG,1990,538.5362751,35.96231421,2.95165872,0.0795165872,6.2888548575588405,-1.022698623338577,-2.5317896350598312
MDG,2000,465.5295098,11.93054641,3.172972608,0.08172972608,6.1431754884779615,-2.1260681495859592,-2.5043374989830234
MDG,2010,447.417143,27.02738973,2.909196621,0.07909196621,6.103491365264287,-1.3083193997302263,-2.5371439743476376
MDG,2020,422.9242554,17.71532511,2.567788704,0.07567788704,6.047193097763955,-1.7307400955951953,-2.5812692742900087
MDV,2020,7295.60221,35.5119966,2.907112747,0.07907112747,8.895027008612105,-1.0352996141986461,-2.537407483863489
MEA,1990,3503.009385,29.65514032,3.330423832,0.08330423832,8.161377702326071,-1.2155347089601558,-2.4852558509116163
MEA,2000,4004.848871,21.86787967,2.33477473,0.0733477473,8.295261123709325,-1.5201513075312971,-2.6125434865212007
MEA,2010,4846.873509,27.99411493,2.053524513,0.07053524513000001,8.486089138743967,-1.273175878975453,-2.651642763165758
MEA,2020,5033.142085,25.48633491,1.826565049,0.06826565049,8.52379973705541,-1.3670277633442212,-2.6843485599960735
MEX,1990,8036.861144,23.27060354,1.917549323,0.06917549323,8.991793880970025,-1.457979272611437,-2.67110862315748
MEX,2000,9581.969702,22.26492461,1.542725282,0.06542725282,9.167638455467708,-1.502157633252047,-2.7268163975324615
MEX,2010,9389.067221,23.33148941,1.439744726,0.06439744725999999,9.147301229781325,-1.4553662610152187,-2.7426812854773437
MEX,2020,9234.643623,20.23665935,0.820454118,0.05820454118,9.130717302067403,-1.597674407068857,-2.843791900140938
MHL,2010,3441.318884,42.52520174,0.048047818,0.050480478179999996,8.14361007340141,-0.855073303684497,-2.986168588131604
MHL,2020,5172.575282,20.6942928,-3.000928659,0.01999071341,8.551125963791215,-1.5753122338767251,-3.9124874427624703
MIC,1990,1702.283378,26.83300559,2.021794285,0.07021794284999999,7.439725792336501,-1.3155375043435424,-2.656151404455658
MIC,2000,2277.271788,24.486079,1.487372725,0.06487372725,7.730733421259465,-1.4070654340081574,-2.7353125561856393
MIC,2010,3737.173692,33.6034186,1.255573624,0.06255573623999999,8.226084907399214,-1.0905423801468885,-2.7716973397991786
MIC,2020,5211.081104,33.87663673,0.955116866,0.05955116866,8.55854261878733,-1.0824445912026754,-2.820919358520328
MKD,1990,3534.322651,17.76315789,0.39035448,0.053903544799999994,8.170276947806643,-1.728043655108614,-2.9205590369959236
